timestamp,/sys/class/thermal/thermal_zone0/temp,/sys/devices/system/cpu/cpu0/cpufreq/cpuinfo_cur_freq,/sys/devices/platform/cpu-throttle-alert/thermal_trip_event,/sys/class/thermal/thermal_zone1/temp,/sys/class/devfreq/17000000.gpu/cur_freq,/sys/devices/platform/gpu-throttle-alert/thermal_trip_event
2025-09-29T16:04:51+09:00,84906,2201600,0,79906,1300500000,0
2025-09-29T16:05:01+09:00,85031,2201600,0,80187,1300500000,0
2025-09-29T16:05:11+09:00,85125,2201600,0,80125,1300500000,0
2025-09-29T16:05:21+09:00,85031,2201600,0,80156,1300500000,0
2025-09-29T16:05:31+09:00,85000,2201600,0,80406,1300500000,0
2025-09-29T16:05:41+09:00,85218,2201600,0,80562,1300500000,0
2025-09-29T16:05:51+09:00,85156,2201600,0,80187,1300500000,0
2025-09-29T16:06:01+09:00,85500,2201600,0,80406,1300500000,0
2025-09-29T16:06:11+09:00,85281,2201600,0,80406,1300500000,0
2025-09-29T16:06:21+09:00,85281,2201600,0,80437,1300500000,0
2025-09-29T16:06:31+09:00,85593,2201600,0,80312,1300500000,0
2025-09-29T16:06:41+09:00,85468,2201600,0,80375,1300500000,0
2025-09-29T16:06:51+09:00,85375,2201600,0,80562,1300500000,0
2025-09-29T16:07:01+09:00,85468,2201600,0,80625,1300500000,0
2025-09-29T16:07:11+09:00,85468,2201600,0,80781,1300500000,0
2025-09-29T16:07:21+09:00,85562,2201600,0,80500,1300500000,0
2025-09-29T16:07:31+09:00,85593,2201600,0,80625,1300500000,0
2025-09-29T16:07:41+09:00,85468,2201600,0,80750,1300500000,0
2025-09-29T16:07:51+09:00,85781,2201600,0,80937,1300500000,0
2025-09-29T16:08:01+09:00,85687,2201600,0,80968,1300500000,0
2025-09-29T16:08:11+09:00,85656,2201600,0,81031,1300500000,0
2025-09-29T16:08:21+09:00,85937,2201600,0,80843,1300500000,0
2025-09-29T16:08:31+09:00,85812,2201600,0,80968,1300500000,0
2025-09-29T16:08:41+09:00,86093,2201600,0,81000,1300500000,0
2025-09-29T16:08:51+09:00,86000,2201600,0,81375,1300500000,0
2025-09-29T16:09:01+09:00,85968,2201600,0,81343,1300500000,0
2025-09-29T16:09:11+09:00,86312,2201600,0,80906,1300500000,0
2025-09-29T16:09:21+09:00,86125,2201600,0,81187,1300500000,0
2025-09-29T16:09:31+09:00,86062,2201600,0,81250,1300500000,0
2025-09-29T16:09:41+09:00,86375,2201600,0,81218,1300500000,0
2025-09-29T16:09:51+09:00,86250,2201600,0,81343,1300500000,0
2025-09-29T16:10:01+09:00,86156,2201600,0,81187,1300500000,0
2025-09-29T16:10:11+09:00,86343,2201600,0,81343,1300500000,0
2025-09-29T16:10:21+09:00,86218,2201600,0,81531,1300500000,0
2025-09-29T16:10:31+09:00,86375,2201600,0,81468,1300500000,0
2025-09-29T16:10:41+09:00,86406,2201600,0,81468,1300500000,0
2025-09-29T16:10:51+09:00,86218,2201600,0,81281,1300500000,0
2025-09-29T16:11:01+09:00,86437,2201600,0,81437,1300500000,0
2025-09-29T16:11:11+09:00,86375,2201600,0,81593,1300500000,0
2025-09-29T16:11:21+09:00,86312,2201600,0,81718,1300500000,0
2025-09-29T16:11:31+09:00,86562,2201600,0,81750,1300500000,0
2025-09-29T16:11:41+09:00,86500,2201600,0,81531,1300500000,0
2025-09-29T16:11:51+09:00,86812,2201600,0,81531,1300500000,0
2025-09-29T16:12:01+09:00,86625,2201600,0,81812,1300500000,0
2025-09-29T16:12:11+09:00,86625,2201600,0,81875,1300500000,0
2025-09-29T16:12:21+09:00,86687,2201600,0,82031,1300500000,0
2025-09-29T16:12:31+09:00,86750,2201600,0,81812,1300500000,0
2025-09-29T16:12:41+09:00,86937,2201600,0,81906,1300500000,0
2025-09-29T16:12:51+09:00,86843,2201600,0,81937,1300500000,0
2025-09-29T16:13:01+09:00,86843,2201600,0,81781,1300500000,0
2025-09-29T16:13:11+09:00,87062,2201600,0,81906,1300500000,0
2025-09-29T16:13:21+09:00,86968,2201600,0,81843,1300500000,0
2025-09-29T16:13:31+09:00,86906,2201600,0,82125,1300500000,0
2025-09-29T16:13:41+09:00,87125,2201600,0,82281,1300500000,0
2025-09-29T16:13:51+09:00,87093,2201600,0,82031,1300500000,0
2025-09-29T16:14:01+09:00,87000,2201600,0,82062,1300500000,0
2025-09-29T16:14:11+09:00,87156,2201600,0,82218,1300500000,0
2025-09-29T16:14:21+09:00,87187,2201600,0,82187,1300500000,0
2025-09-29T16:14:31+09:00,87531,2201600,0,82500,1300500000,0
2025-09-29T16:14:42+09:00,87312,2201600,0,82468,1300500000,0
2025-09-29T16:14:52+09:00,87312,2201600,0,82281,1300500000,0
2025-09-29T16:15:02+09:00,87593,2201600,0,82375,1300500000,0
